Family_name;sp_name;latitude;elevation;annual_mean_temp;annual_prec;Trunk_circumference;age_rank;unique_name;religion;sp_num;Family_num
Cupressaceae;Cryptomeria_japonica;34.9625534;391.8096313;11.5;1852.8;370;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.0609258;132.1217651;13.3;2402.9;506;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5741831;531.0205688;12.1;2187.8;310;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0171349;12.30604744;11.1;1444.7;355;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6553482;42.25025558;14.1;1433.1;305;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.7692841;32.91075516;13.1;2212.3;305;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0171349;12.30604744;11.1;1444.7;370;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1282799;156.3945465;12;2500.3;330;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5482432;75.86619568;16.3;2336.2;430;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2515451;547.9691162;10.6;2018;625;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.9565121;267.4135132;9.1;1061.7;378;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.34262;701.6703491;11.3;1545.4;335;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.595172;813.2679443;10;2721.6;350;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1879937;327.3396912;12.6;1993;465;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.3989229;34.46498871;15.5;1757.4;357;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.6555115;489.3037109;12.8;1898.2;510;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.6555115;489.3037109;12.8;1898.2;400;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3261803;639.7900391;10.5;1902.8;570;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.7347317;379.2537231;14;2294.7;380;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.1895752;303.2416382;12.8;1854.1;550;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.6587196;582.4279175;12.3;1983.6;665;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1282799;156.3945465;12;2500.3;315;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.5545514;116.750351;10;1242.8;392;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0807197;460.1097107;13;2161.3;360;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.3206301;61.71528244;14.6;2696.6;750;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.0585097;128.6429901;13.3;2402.9;341;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1929161;188.7795563;13.2;1593.1;520;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6030314;5.572581291;14.6;1476;410;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.0765771;94.35159302;13.7;2060.5;440;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2698471;48.80236053;15.5;1409.9;313;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0277532;35.60699081;11;1445.2;300;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3747025;347.8504333;13;1360.7;328;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0262949;45.56971741;11;1445.2;435;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6301745;7.413329601;14.6;1439.7;490;2;1;1;27;21
Cupressaceae;Cryptomeria_japonica;37.1282799;156.3945465;12;2500.3;380;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.6118853;4.708339214;14.7;1462.9;347;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.0609258;129.4701385;13.3;2402.9;380;3;1;0;27;21
Cupressaceae;Cryptomeria_japonica;39.0277532;35.60699081;11;1445.2;390;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1282799;170.0879211;12;2500.3;420;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;350;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;380;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.5545514;116.750351;10;1242.8;537;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6463527;16.50727463;14.3;1455.5;370;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;37.1945821;295.7301331;11.6;1231.9;590;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;33.670598;202.5302887;15.1;3504.9;686;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1282799;156.3945465;12;2500.3;315;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0277532;35.60699081;11;1445.2;930;3;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;390;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;400;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.434332;5.234549046;11.8;1103.8;332;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4198835;160.6614685;13.1;1949.4;420;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4867438;165.9629211;13.6;1785.6;500;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;38.434332;5.234549046;11.8;1103.8;348;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;600;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4867438;165.9629211;13.6;1785.6;880;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4656616;332.4336548;13.1;1879;340;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;440;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4656616;332.4336548;13.1;1879;320;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;300;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2650609;184.6858521;12.8;1923.9;310;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.0277532;35.60699081;11;1445.2;300;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.2555749;302.3731995;11.3;1352.8;380;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.626549;549.0356445;11.5;1468.6;400;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1920811;29.64585304;15.2;1738.3;360;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.1055485;8.012041092;14.3;2096.3;390;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.14483;548.6434937;12.5;2261.9;320;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.40972;235.1690674;13.2;2316.6;472;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4656616;332.4336548;13.1;1879;460;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.3311709;443.1851807;10.3;1957.7;420;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.4411196;35.10025787;11.6;1342.7;365;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.1193495;8.728130341;14.3;2121.6;315;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4656616;332.4336548;13.1;1879;340;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.8905078;367.7783813;13.4;1893.3;1070;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;34.3093778;225.7205811;13.9;1424.1;324;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4825472;159.4445648;12.9;1895.4;335;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3093778;225.7205811;13.9;1424.1;382;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2707068;532.4003296;10.6;2274;460;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.1546018;21.79331779;13.5;1370.2;340;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.5322505;672.6451416;6.9;1581.4;305;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.0819002;44.59624481;11.2;1684.7;1160;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4914592;164.8630676;12.5;1862.4;362;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2627519;490.0365906;12.5;1519.6;319;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2998091;409.1641541;11.4;2227.2;300;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6316827;303.0779114;13.2;1490.9;315;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.8194428;441.3672791;12.9;3007.7;753;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2545147;587.4163208;11.7;3158.2;713;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.495997;146.075058;13.3;1908.2;460;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.5301571;19.85650063;11.1;1134.8;333;1;0;1;27;21
Cupressaceae;Cryptomeria_japonica;34.3660403;124.09832;14.1;2385.3;880;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;34.8828294;318.2799683;12.3;1533;330;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.6958223;7.660866737;14.4;2224.1;380;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2966918;59.33376694;15.2;1437.9;308;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.3099494;438.2807007;11.9;1909.7;460;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.3112758;304.0452881;12.5;1668.8;398;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.3112758;304.0452881;12.5;1668.8;368;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2966918;59.33376694;15.2;1437.9;334;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.2985293;449.4909668;10.2;1329.7;550;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6589322;728.616333;10.3;1465.6;350;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.8491487;311.6141357;12.8;1447.9;315;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4874734;325.3652344;13;1916.3;355;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.09034;161.8245239;13;2556.4;312;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6642079;373.9537048;12.1;1484.3;343;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.0112465;106.1917725;15.4;1714.3;1150;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1154307;144.4675446;12.1;2564;370;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2907662;304.8804626;12.5;1512.4;500;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.1160406;413.9123535;11.6;1256.1;615;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.1123157;223.0524902;11.9;2874.9;1700;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;34.312629;187.6689758;14.1;1488.6;450;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2918415;231.4577637;13.3;1475.3;390;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.1655081;507.5957947;12;1257.2;344;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;34.6590681;687.5613403;9.8;1758.4;340;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4695021;447.8938904;11.9;2272.8;450;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.0043689;24.94702911;13.1;1816.7;320;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;39.0632411;162.5753479;10.9;1394;377;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;34.2790272;567.4160767;11.5;1652.9;454;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;38.0043689;24.94702911;13.1;1816.7;360;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;32.8495505;668.5439453;12.7;2920;610;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.5833941;230.3594513;10.2;1303;374;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.5833941;230.3594513;10.2;1303;354;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.5423602;253.9232483;12.5;1979.9;620;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;39.1428752;56.81878662;10.7;1190.1;585;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;34.6900806;10.79140854;16.7;1225.6;390;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.371918;9.24680233;13.3;2412.9;440;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3056043;384.2609558;12.8;1618.6;302;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.5776844;309.0427551;12.8;2150.5;515;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.420195;743.2171631;8.5;2132;300;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.667991;742.4022217;9.4;1918.8;540;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.0360127;8.095836639;13.1;1791.4;450;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;37.414532;55.61373138;12.7;2496.7;488;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3056043;384.2609558;12.8;1618.6;556;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.7718598;735.678833;10.9;1276;364;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;36.5441273;341.33255;12.5;1487.5;462;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.6394645;7.938074589;10.6;1335.2;485;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.3541381;382.1799316;9.8;2927.1;380;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.1586434;26.62335968;13.4;1380.4;320;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.8729579;442.8639221;13.6;2654.9;300;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;40.2711044;124.2095718;9.5;1023.8;360;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3092604;451.7153015;12.1;1642.5;320;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4873386;44.64581299;15.2;2487.3;526;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.4014285;167.0045319;11.6;2660.3;510;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.4014285;167.0045319;11.6;2660.3;495;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3092604;451.7153015;12.1;1642.5;340;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4873386;44.64581299;15.2;2487.3;500;3;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3092604;451.7153015;12.1;1642.5;350;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4873386;44.64581299;15.2;2487.3;800;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.594119;487.1532593;12.2;1431.1;347;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.4623239;450.2342224;12.2;1523.9;530;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3092604;451.7153015;12.1;1642.5;300;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4873386;44.64581299;15.2;2487.3;676;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.4300548;638.3031616;12.4;3308;755;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4873386;44.64581299;15.2;2487.3;480;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.4282314;288.1987305;14.4;3248.9;385;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.6394645;7.938074589;10.6;1335.2;374;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.4463304;104.542099;15.7;3175.9;540;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.1444106;53.04862976;10.7;1168.4;458;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3179917;444.7679138;12.1;1615.2;330;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.3239991;517.2318115;12;1631.4;360;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;34.3239991;517.2318115;12;1631.4;410;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4196385;14.1974802;15.3;1898.3;361;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.1683547;281.2685547;10.9;3028.3;380;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6049391;339.1391296;13.1;1483;318;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6855544;41.51753235;14.1;1454;380;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.4627585;25.97617149;15.2;1971.7;586;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.0367509;33.56468201;15.7;1906.2;455;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.1422926;119.5115051;10.1;1341.3;325;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.1422926;119.5115051;10.1;1341.3;560;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.9244814;599.9073486;12.2;2948.5;315;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.332435;372.4691162;12.8;1504.8;315;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.8785612;130.2522278;15.8;2114.8;440;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.7798904;397.5669861;11.8;2302.7;488;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.9552697;523.0170288;11.4;1445.4;520;3;1;0;27;21
Cupressaceae;Cryptomeria_japonica;38.0597174;24.53355408;13.4;2230.4;331;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.9117973;208.4928741;14.7;2997.7;350;3;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.4793993;22.66325569;12.7;2299;355;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.4348153;174.1889343;13.7;2230.3;755;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.7137963;21.55847168;14.1;1444.8;410;2;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0707853;100.4242859;15.7;2088.2;340;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.0707853;100.4242859;15.7;2088.2;410;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.2190587;236.538559;11;3191.5;510;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;31.6613684;213.0413513;15.9;2459.8;344;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;32.9050728;87.19265747;15.8;2005;360;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;37.2190587;236.538559;11;3191.5;380;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.6307123;693.8324585;11.3;1368.6;352;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;39.1422926;119.5115051;10.1;1341.3;305;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.2622238;42.44239426;14.6;1947.2;460;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;38.0491518;131.2870331;11.4;2819.9;332;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.7355858;9.750981331;14.1;1443.3;305;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.2156221;418.6568909;11.9;1296;300;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.8988996;53.12674332;15.4;1973.6;520;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.7115558;132.8639374;10.2;1398;435;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.149951;1107.286499;7.7;2881.7;330;3;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.4327874;14.97882271;14.9;1979.9;445;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5540628;765.6622925;10.7;2727.9;630;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2924805;930.3466797;10.7;1925.4;400;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1260007;773.5715332;10.2;3015;401;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5719843;490.2435608;12.9;2832.5;310;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.147128;397.7816467;12.7;2982.5;620;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2924805;930.3466797;10.7;1925.4;333;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2924805;930.3466797;10.7;1925.4;307;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1451525;923.4296265;10.4;3010.8;428;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5719843;490.2435608;12.9;2832.5;420;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.2924805;930.3466797;10.7;1925.4;367;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.965473;239.279953;14.7;2715.2;360;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4958382;62.25466919;14.8;1957.3;500;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4958382;62.25466919;14.8;1957.3;333;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5366;675.2665405;11.9;2922.5;712;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.4958382;58.31419373;14.8;1957.3;420;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.2212941;26.91859818;13.3;1282.8;354;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.0907764;236.3382874;14.2;3102.2;312;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.092919;50.7343483;11.1;1549.2;690;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.2218444;21.65041733;14.3;2048.3;464;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.8439014;67.26914978;15.2;2043.8;419;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.8732962;191.5694885;14.2;2058.6;350;2;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.5369778;32.26285172;12.7;2130.3;361;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.9667876;538.1316528;11.9;2857.6;336;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.9461317;25.59919167;14.1;2728.3;500;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.8819672;171.0978699;14.7;2419.9;500;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.9248073;948.7657471;10.8;2955.9;1000;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0924752;769.1472778;11.7;3136.9;496;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0924752;769.1472778;11.7;3136.9;428;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;34.3895578;230.4943237;14.3;1367.8;525;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.7045847;1475.147217;7.5;1416.1;350;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;37.2372198;166.9237671;11.6;2842.6;570;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;35.2081657;220.3356171;13.5;1723.2;352;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.2115825;214.2831268;14.9;3095.1;540;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;38.934703;32.98742676;11.3;1222.6;305;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.605819;392.2950439;12.7;2050.4;410;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.605819;392.2950439;12.7;2050.4;530;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0924752;769.1472778;11.7;3136.9;408;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0924752;769.1472778;11.7;3136.9;353;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.3163236;370.2571716;11.3;2876.3;418;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;32.4360606;117.1112213;15.6;2744.2;398;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.0924752;769.1472778;11.7;3136.9;367;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.5127331;236.3926392;12.8;2065.2;340;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1162698;470.9217224;13.1;3196.8;377;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;35.1162698;470.9217224;13.1;3196.8;402;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.2641925;683.6219482;9.4;2488.6;400;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;340;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;370;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;36.2432113;27.32742882;13.2;1294.6;425;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;390;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.7198583;39.06474304;14.1;1452.1;460;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;34.6752457;60.77739716;15.2;1356.4;365;3;0;1;27;21
Cupressaceae;Cryptomeria_japonica;36.2634642;893.0818481;8.4;2439.2;360;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.5765444;79.79489136;12.3;2093.6;460;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;37.5765444;79.79489136;12.3;2093.6;300;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1132336;396.3276062;14;3017.6;300;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;37.5765444;79.79489136;12.3;2093.6;350;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;34.6813804;160.2974701;14.6;1350.6;720;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;37.5765444;79.79489136;12.3;2093.6;320;4;1;0;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;350;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.1598845;281.9347839;13.6;2115.7;420;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.5405957;22.68886757;16;2730.3;380;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;38.1429917;95.43981171;11.6;2632.2;325;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.5371094;201.520752;12.5;2221.3;380;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.2297462;99.70557404;12;2595.4;310;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;1026;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.5371094;201.520752;12.5;2221.3;400;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.605819;392.2950439;12.7;2050.4;483;4;0;1;27;21
Cupressaceae;Cryptomeria_japonica;33.4691587;470.9759827;12.7;2313.8;370;2;0;0;27;21
Cupressaceae;Cryptomeria_japonica;33.5486713;21.2466011;16.3;2594;315;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;320;4;0;0;27;21
Cupressaceae;Cryptomeria_japonica;35.5550796;178.85112;13.1;2333.4;393;3;0;0;27;21
Cupressaceae;Cryptomeria_japonica;37.6012921;56.70199585;12.6;2068.5;435;4;1;1;27;21
Cupressaceae;Cryptomeria_japonica;39.2867738;65.43583679;10.8;1311.3;390;4;1;0;27;21
